Contract,Last,Change,Open,High,Low,Previous,Volume,Open Interest,Mo,Time
U25,2.0415,+0.02,2.0324,2.0609,2.0213,2.0244,6443.0,21405.0,3,2025/04/14
V25,2.0487,+0.02,2.0389,2.0678,2.0293,2.0321,3184.0,11286.0,4,2025/04/14
X25,2.0524,+0.02,2.0492,2.0699,2.0342,2.0362,2346.0,10221.0,5,2025/04/14
Z25,2.0534,+0.02,2.0510,2.0730,2.0356,2.0380,6384.0,26383.0,6,2025/04/14
N25,2.0175,+0.02,2.0016,2.0272,1.9811,1.9973,24209.0,42618.0,1,2025/04/11
Q25,2.0180,+0.02,2.0027,2.0268,1.9819,1.9983,12592.0,31227.0,2,2025/04/11
U25,2.0244,+0.02,2.0100,2.0323,1.9898,2.0056,9731.0,21474.0,3,2025/04/11
V25,2.0321,+0.02,2.0192,2.0412,1.9989,2.0139,5452.0,11483.0,4,2025/04/11
X25,2.0362,+0.02,2.0212,2.0452,2.0054,2.0193,3957.0,10163.0,5,2025/04/11
Z25,2.0380,+0.02,2.0239,2.0477,2.0082,2.0227,8502.0,27307.0,6,2025/04/11
N25,1.9973,-0.06,2.0647,2.0702,1.9733,2.0579,28097.0,39968.0,1,2025/04/10
Q25,1.9983,-0.06,2.0694,2.0706,1.9745,2.0579,16835.0,29287.0,2,2025/04/10
U25,2.0056,-0.06,2.0724,2.0769,1.9828,2.0645,10474.0,21050.0,3,2025/04/10
V25,2.0139,-0.06,2.0794,2.0835,1.9902,2.0718,5713.0,11813.0,4,2025/04/10
X25,2.0193,-0.06,2.0828,2.0865,1.9969,2.0759,4448.0,9903.0,5,2025/04/10
Z25,2.0227,-0.06,2.0838,2.0887,1.9988,2.0779,12987.0,27535.0,6,2025/04/10
N25,2.0579,+0.07,1.9592,2.0737,1.8816,1.9916,45644.0,39021.0,1,2025/04/09
Q25,2.0579,+0.07,1.9627,2.0731,1.8851,1.9914,29079.0,27671.0,2,2025/04/09
U25,2.0645,+0.07,1.9729,2.0793,1.8937,1.9977,19688.0,21788.0,3,2025/04/09
V25,2.0718,+0.07,1.9777,2.0861,1.9029,2.0052,13688.0,11476.0,4,2025/04/09
X25,2.0759,+0.07,1.9843,2.0895,1.9100,2.0104,6938.0,9316.0,5,2025/04/09
Z25,2.0779,+0.06,1.9901,2.0919,1.9157,2.0142,26620.0,27890.0,6,2025/04/09
N25,1.9916,-0.03,2.0258,2.0467,1.9546,2.0177,31738.0,37114.0,1,2025/04/08
Q25,1.9914,-0.03,2.0292,2.0480,1.9566,2.0195,18084.0,26143.0,2,2025/04/08
U25,1.9977,-0.03,2.0359,2.0546,1.9647,2.0272,15299.0,21125.0,3,2025/04/08
V25,2.0052,-0.03,2.0470,2.0624,1.9735,2.0350,6932.0,10863.0,4,2025/04/08
X25,2.0104,-0.03,2.0543,2.0674,1.9792,2.0406,3926.0,9149.0,5,2025/04/08
Z25,2.0142,-0.03,2.0566,2.0706,1.9840,2.0446,13322.0,26575.0,6,2025/04/08
N25,2.0177,-0.02,2.0131,2.0915,1.9662,2.0349,28786.0,38671.0,1,2025/04/07
Q25,2.0195,-0.02,2.0141,2.0912,1.9686,2.0351,20094.0,25683.0,2,2025/04/07
U25,2.0272,-0.02,2.0215,2.0975,1.9775,2.0430,14196.0,20057.0,3,2025/04/07
V25,2.0350,-0.02,2.0310,2.1039,1.9861,2.0507,7029.0,11268.0,4,2025/04/07
X25,2.0406,-0.02,2.0365,2.1072,1.9951,2.0561,3570.0,9015.0,5,2025/04/07
Z25,2.0446,-0.02,2.0340,2.1102,1.9969,2.0597,14569.0,26167.0,6,2025/04/07
N25,2.0349,-0.12,2.1368,2.1464,2.0000,2.1499,32304.0,37768.0,1,2025/04/04
Q25,2.0351,-0.11,2.1358,2.1447,2.0011,2.1484,18124.0,27381.0,2,2025/04/04
U25,2.0430,-0.11,2.1443,2.1519,2.0097,2.1553,16618.0,21354.0,3,2025/04/04
V25,2.0507,-0.11,2.1514,2.1589,2.0189,2.1621,9790.0,10590.0,4,2025/04/04
X25,2.0561,-0.11,2.1554,2.1554,2.0240,2.1654,4968.0,9200.0,5,2025/04/04
Z25,2.0597,-0.11,2.1566,2.1634,2.0277,2.1663,19733.0,25166.0,6,2025/04/04
N25,2.1499,-0.13,2.2434,2.2434,2.1265,2.2841,31272.0,37049.0,1,2025/04/03
Q25,2.1484,-0.13,2.2351,2.2352,2.1268,2.2815,23366.0,26554.0,2,2025/04/03
U25,2.1553,-0.13,2.2157,2.2292,2.1337,2.2850,17694.0,20979.0,3,2025/04/03
V25,2.1621,-0.13,2.2202,2.2341,2.1407,2.2892,7631.0,9874.0,4,2025/04/03
X25,2.1654,-0.12,2.2464,2.2464,2.1442,2.2893,3815.0,9104.0,5,2025/04/03
Z25,2.1663,-0.12,2.2449,2.2449,2.1445,2.2864,15886.0,24518.0,6,2025/04/03
N25,2.2841,+0.03,2.2637,2.2967,2.2482,2.2588,27930.0,34699.0,1,2025/04/02
Q25,2.2815,+0.02,2.2618,2.2936,2.2464,2.2573,14028.0,23800.0,2,2025/04/02
U25,2.2850,+0.02,2.2652,2.2965,2.2509,2.2615,11601.0,20229.0,3,2025/04/02
V25,2.2892,+0.02,2.2705,2.3004,2.2560,2.2661,7010.0,8954.0,4,2025/04/02
X25,2.2893,+0.02,2.2707,2.2998,2.2563,2.2664,3573.0,8875.0,5,2025/04/02
Z25,2.2864,+0.02,2.2636,2.2974,2.2542,2.2641,10838.0,24918.0,6,2025/04/02
N25,2.2588,+0.00,2.2557,2.2690,2.2473,2.2548,19989.0,36125.0,1,2025/04/01
Q25,2.2573,+0.00,2.2549,2.2674,2.2473,2.2543,9826.0,23845.0,2,2025/04/01
U25,2.2615,+0.00,2.2587,2.2711,2.2518,2.2580,10286.0,19894.0,3,2025/04/01
V25,2.2661,+0.00,2.2638,2.2754,2.2563,2.2621,5012.0,7945.0,4,2025/04/01
X25,2.2664,+0.00,2.2623,2.2751,2.2583,2.2626,3197.0,8733.0,5,2025/04/01
Z25,2.2641,+0.00,2.2604,2.2732,2.2553,2.2604,10376.0,23459.0,6,2025/04/01
N25,2.2548,+0.05,2.2155,2.2619,2.1977,2.2058,15441.0,35658.0,1,2025/03/31
Q25,2.2543,+0.05,2.2133,2.2603,2.1972,2.2052,8134.0,23649.0,2,2025/03/31
U25,2.2580,+0.05,2.2047,2.2629,2.2023,2.2091,5700.0,19923.0,3,2025/03/31
V25,2.2621,+0.05,2.2223,2.2671,2.2055,2.2134,1954.0,8271.0,4,2025/03/31
X25,2.2626,+0.05,2.2287,2.2670,2.2080,2.2145,1196.0,8593.0,5,2025/03/31
Z25,2.2604,+0.05,2.2219,2.2650,2.2055,2.2135,4649.0,23677.0,6,2025/03/31
N25,2.2058,-0.02,2.2229,2.2291,2.1960,2.2265,11265.0,33757.0,1,2025/03/28
Q25,2.2052,-0.02,2.2212,2.2271,2.1974,2.2253,6249.0,23040.0,2,2025/03/28
U25,2.2091,-0.02,2.2248,2.2312,2.1993,2.2287,5297.0,19256.0,3,2025/03/28
V25,2.2134,-0.02,2.2299,2.2351,2.2051,2.2328,1482.0,8083.0,4,2025/03/28
X25,2.2145,-0.02,2.2324,2.2359,2.2063,2.2341,1080.0,8596.0,5,2025/03/28
Z25,2.2135,-0.02,2.2321,2.2355,2.2056,2.2332,3068.0,23956.0,6,2025/03/28
N25,2.2265,+0.01,2.2191,2.2274,2.2041,2.2183,12580.0,32619.0,1,2025/03/27
Q25,2.2253,+0.01,2.2172,2.2258,2.2032,2.2163,5102.0,22604.0,2,2025/03/27
U25,2.2287,+0.01,2.2214,2.2293,2.2072,2.2193,4899.0,19036.0,3,2025/03/27
V25,2.2328,+0.01,2.2250,2.2334,2.2123,2.2231,1994.0,8044.0,4,2025/03/27
X25,2.2341,+0.01,2.2257,2.2344,2.2125,2.2243,1353.0,8557.0,5,2025/03/27
Z25,2.2332,+0.01,2.2252,2.2339,2.2121,2.2233,3467.0,24031.0,6,2025/03/27
N25,2.2183,+0.01,2.2057,2.2308,2.2032,2.2043,15030.0,30596.0,1,2025/03/26
Q25,2.2163,+0.01,2.2024,2.2273,2.2006,2.2018,8461.0,22464.0,2,2025/03/26
U25,2.2193,+0.01,2.2056,2.2305,2.2047,2.2055,7468.0,18583.0,3,2025/03/26
V25,2.2231,+0.01,2.2101,2.2339,2.2091,2.2103,5385.0,8173.0,4,2025/03/26
X25,2.2243,+0.01,2.2172,2.2349,2.2112,2.2116,2561.0,8428.0,5,2025/03/26
Z25,2.2233,+0.01,2.2157,2.2338,2.2087,2.2101,5653.0,23603.0,6,2025/03/26
N25,2.2043,+0.02,2.1936,2.2134,2.1817,2.1889,15327.0,30209.0,1,2025/03/25
Q25,2.2018,+0.01,2.1929,2.2115,2.1814,2.1884,7364.0,21791.0,2,2025/03/25
U25,2.2055,+0.01,2.1988,2.2159,2.1855,2.1940,7505.0,18691.0,3,2025/03/25
V25,2.2103,+0.01,2.2040,2.2215,2.1928,2.2007,5163.0,9725.0,4,2025/03/25
X25,2.2116,+0.01,2.2050,2.2220,2.1960,2.2029,2572.0,8412.0,5,2025/03/25
Z25,2.2101,+0.01,2.2020,2.2208,2.1934,2.2016,7579.0,23396.0,6,2025/03/25
N25,2.1889,+0.01,2.1829,2.1963,2.1698,2.1769,14603.0,30342.0,1,2025/03/24
Q25,2.1884,+0.01,2.1807,2.1957,2.1712,2.1770,6595.0,21290.0,2,2025/03/24
U25,2.1940,+0.01,2.1895,2.2020,2.1776,2.1841,7254.0,18072.0,3,2025/03/24
V25,2.2007,+0.01,2.1930,2.2088,2.1862,2.1916,2645.0,10789.0,4,2025/03/24
X25,2.2029,+0.01,2.1946,2.2112,2.1899,2.1943,1529.0,8127.0,5,2025/03/24
Z25,2.2016,+0.01,2.1991,2.2102,2.1878,2.1934,5259.0,23013.0,6,2025/03/24
N25,2.1769,+0.00,2.1850,2.1866,2.1601,2.1750,8830.0,30229.0,1,2025/03/21
Q25,2.1770,+0.00,2.1838,2.1861,2.1621,2.1755,3706.0,20752.0,2,2025/03/21
U25,2.1841,+0.00,2.1903,2.1951,2.1702,2.1832,4154.0,18253.0,3,2025/03/21
V25,2.1916,+0.00,2.1999,2.2027,2.1789,2.1912,1231.0,10546.0,4,2025/03/21
X25,2.1943,+0.00,2.2027,2.2041,2.1826,2.1942,962.0,8053.0,5,2025/03/21
Z25,2.1934,-0.00,2.2018,2.2031,2.1814,2.1935,3201.0,23071.0,6,2025/03/21
N25,2.1750,+0.02,2.1570,2.1810,2.1370,2.1530,10740.0,29352.0,1,2025/03/20
Q25,2.1755,+0.02,2.1563,2.1824,2.1387,2.1531,3054.0,20498.0,2,2025/03/20
U25,2.1832,+0.02,2.1663,2.1910,2.1473,2.1609,4641.0,18203.0,3,2025/03/20
V25,2.1912,+0.02,2.1769,2.1994,2.1565,2.1691,1252.0,10364.0,4,2025/03/20
X25,2.1942,+0.02,2.1796,2.2032,2.1612,2.1724,724.0,8130.0,5,2025/03/20
Z25,2.1935,+0.02,2.1756,2.2001,2.1598,2.1720,3033.0,23352.0,6,2025/03/20
N25,2.1530,+0.02,2.1333,2.1631,2.1222,0.0000,12220.0,27930.0,1,2025/03/19
Q25,2.1531,+0.02,2.1355,2.1626,2.1234,2.1365,5579.0,20706.0,2,2025/03/19
U25,2.1609,+0.02,2.1426,2.1710,2.1320,2.1452,5854.0,17988.0,3,2025/03/19
V25,2.1691,+0.01,2.1546,2.1789,2.1437,2.1545,1753.0,10312.0,4,2025/03/19
X25,2.1724,+0.01,2.1580,2.1825,2.1456,2.1586,1541.0,8163.0,5,2025/03/19
Z25,2.1720,+0.01,2.1581,2.1822,2.1460,0.0000,5430.0,23422.0,6,2025/03/19
Q25,2.1365,-0.01,2.1407,2.1710,2.1270,2.1439,6871.0,20058.0,2,2025/03/18
U25,2.1452,-0.01,2.1501,2.1798,2.1361,2.1532,5714.0,17834.0,3,2025/03/18
V25,2.1545,-0.01,2.1661,2.1879,2.1455,2.1624,2650.0,10252.0,4,2025/03/18
X25,2.1586,-0.01,2.1678,2.1903,2.1498,2.1663,926.0,8044.0,5,2025/03/18
Q25,2.1439,+0.02,2.1272,2.1532,2.1269,2.1200,7811.0,20543.0,2,2025/03/17
U25,2.1532,+0.02,2.1414,2.1637,2.1400,2.1292,6669.0,17782.0,3,2025/03/17
V25,2.1624,+0.02,2.1364,2.1711,2.1364,2.1381,2314.0,10164.0,4,2025/03/17
X25,2.1663,+0.02,2.1399,2.1735,2.1397,2.1421,1199.0,8051.0,5,2025/03/17
Q25,2.1200,+0.00,2.1142,2.1315,2.1045,2.1151,9200.0,21034.0,2,2025/03/14
U25,2.1292,+0.01,2.1227,2.1405,2.1140,2.1239,7323.0,18159.0,3,2025/03/14
V25,2.1381,+0.01,2.1364,2.1487,2.1235,2.1328,3357.0,10314.0,4,2025/03/14
X25,2.1421,+0.01,2.1411,2.1517,2.1288,2.1365,1856.0,7922.0,5,2025/03/14
Q25,2.1151,-0.03,2.1512,2.1552,2.1077,2.1487,8176.0,21784.0,2,2025/03/13
U25,2.1239,-0.03,2.1592,2.1635,2.1170,2.1565,8891.0,17845.0,3,2025/03/13
V25,2.1328,-0.03,2.1644,2.1708,2.1263,2.1645,4055.0,10750.0,4,2025/03/13
X25,2.1365,-0.03,2.1666,2.1729,2.1305,2.1674,2126.0,7503.0,5,2025/03/13
Q25,2.1487,+0.03,2.1282,2.1522,2.1195,2.1206,5822.0,22621.0,2,2025/03/12
U25,2.1565,+0.03,2.1392,2.1605,2.1281,2.1290,7972.0,17550.0,3,2025/03/12
V25,2.1645,+0.03,2.1467,2.1689,2.1374,2.1376,3014.0,10843.0,4,2025/03/12
X25,2.1674,+0.03,2.1513,2.1700,2.1416,2.1409,1679.0,7406.0,5,2025/03/12
Q25,2.1206,+0.01,2.1102,2.1371,2.0953,2.1103,7081.0,23079.0,2,2025/03/11
U25,2.1290,+0.01,2.1194,2.1449,2.1049,2.1192,7252.0,17937.0,3,2025/03/11
V25,2.1376,+0.01,2.1240,2.1531,2.1150,2.1284,2473.0,10744.0,4,2025/03/11
X25,2.1409,+0.01,2.1276,2.1567,2.1198,2.1326,2204.0,7380.0,5,2025/03/11
Q25,2.1103,-0.03,2.1313,2.1552,2.1046,2.1400,5605.0,22620.0,2,2025/03/10
U25,2.1192,-0.03,2.1408,2.1640,2.1138,2.1493,6113.0,17554.0,3,2025/03/10
V25,2.1284,-0.03,2.1519,2.1717,2.1234,2.1591,1728.0,10795.0,4,2025/03/10
X25,2.1326,-0.03,2.1521,2.1747,2.1278,2.1636,1243.0,7383.0,5,2025/03/10
Q25,2.1400,+0.02,2.1213,2.1726,2.1170,2.1247,7145.0,22345.0,2,2025/03/07
U25,2.1493,+0.01,2.1292,2.1819,2.1271,2.1344,7073.0,16814.0,3,2025/03/07
V25,2.1591,+0.01,2.1379,2.1908,2.1379,2.1451,2215.0,10724.0,4,2025/03/07
X25,2.1636,+0.01,2.1483,2.1957,2.1438,2.1505,1877.0,7492.0,5,2025/03/07
Q25,2.1247,-0.01,2.1294,2.1437,2.1087,2.1301,11409.0,22396.0,2,2025/03/06
U25,2.1344,-0.01,2.1387,2.1524,2.1180,2.1398,10665.0,17284.0,3,2025/03/06
V25,2.1451,-0.01,2.1531,2.1627,2.1288,2.1506,3763.0,10672.0,4,2025/03/06
X25,2.1505,-0.01,2.1574,2.1661,2.1339,2.1560,2064.0,7418.0,5,2025/03/06
Q25,2.1301,-0.04,2.1652,2.1664,2.0983,2.1700,12978.0,21658.0,2,2025/03/05
U25,2.1398,-0.04,2.1740,2.1754,2.1082,2.1784,10522.0,17216.0,3,2025/03/05
V25,2.1506,-0.04,2.1821,2.1849,2.1193,2.1881,5067.0,10534.0,4,2025/03/05
X25,2.1560,-0.04,2.1860,2.1860,2.1244,2.1919,2941.0,7500.0,5,2025/03/05
Q25,2.1700,-0.00,2.1777,2.1807,2.1420,2.1742,7902.0,19801.0,2,2025/03/04
U25,2.1784,-0.00,2.1868,2.1880,2.1500,2.1815,10063.0,16300.0,3,2025/03/04
V25,2.1881,-0.00,2.1882,2.1944,2.1599,2.1898,3494.0,11005.0,4,2025/03/04
X25,2.1919,-0.00,2.1914,2.1967,2.1645,2.1928,1807.0,7097.0,5,2025/03/04
Q25,2.1742,-0.04,2.2284,2.2304,2.1647,2.2097,6457.0,19722.0,2,2025/03/03
U25,2.1815,-0.03,2.2245,2.2353,2.1723,2.2146,6419.0,16566.0,3,2025/03/03
V25,2.1898,-0.03,2.2398,2.2408,2.1809,2.2209,1802.0,10781.0,4,2025/03/03
X25,2.1928,-0.03,2.2409,2.2418,2.1843,2.2224,1476.0,6708.0,5,2025/03/03
Q25,2.2097,-0.02,2.2320,2.2329,2.2028,2.2340,3290.0,20363.0,2,2025/02/28
U25,2.2146,-0.02,2.2346,2.2383,2.2080,2.2390,4553.0,16548.0,3,2025/02/28
V25,2.2209,-0.02,2.2418,2.2435,2.2158,2.2450,2277.0,10718.0,4,2025/02/28
X25,2.2224,-0.02,2.2430,2.2430,2.2177,2.2465,1250.0,6606.0,5,2025/02/28
Q25,2.2340,+0.04,2.1956,2.2367,2.1921,2.1920,7158.0,20257.0,2,2025/02/27
U25,2.2390,+0.04,2.2052,2.2417,2.1970,2.1971,4598.0,16274.0,3,2025/02/27
V25,2.2450,+0.04,2.2095,2.2480,2.2057,2.2035,1742.0,10418.0,4,2025/02/27
X25,2.2465,+0.04,2.2173,2.2477,2.2173,2.2052,1084.0,6549.0,5,2025/02/27
Q25,2.1920,-0.03,2.2189,2.2224,2.1786,2.2180,6789.0,19823.0,2,2025/02/26
U25,2.1971,-0.03,2.2239,2.2275,2.1847,2.2227,6181.0,16334.0,3,2025/02/26
V25,2.2035,-0.03,2.2293,2.2335,2.1919,2.2291,2350.0,10588.0,4,2025/02/26
X25,2.2052,-0.03,2.2305,2.2305,2.1965,2.2302,1450.0,6512.0,5,2025/02/26
Q25,2.2180,-0.05,2.2758,2.2844,2.2101,2.2642,5026.0,19581.0,2,2025/02/25
U25,2.2227,-0.05,2.2807,2.2878,2.2149,2.2686,4688.0,16304.0,3,2025/02/25
V25,2.2291,-0.05,2.2835,2.2915,2.2211,2.2743,2342.0,10491.0,4,2025/02/25
X25,2.2302,-0.04,2.2767,2.2852,2.2270,2.2743,1121.0,6443.0,5,2025/02/25
Q25,2.2642,-0.01,2.2707,2.2759,2.2609,2.2694,4580.0,19891.0,2,2025/02/24
U25,2.2686,-0.00,2.2725,2.2800,2.2653,2.2734,4476.0,16004.0,3,2025/02/24
V25,2.2743,-0.00,2.2718,2.2848,2.2709,2.2784,1770.0,10134.0,4,2025/02/24
X25,2.2743,-0.00,2.2760,2.2818,2.2713,2.2777,804.0,6206.0,5,2025/02/24
Q25,2.2694,-0.05,2.3251,2.3296,2.2656,2.3230,4316.0,19689.0,2,2025/02/21
U25,2.2734,-0.05,2.3299,2.3325,2.2697,2.3259,3035.0,15423.0,3,2025/02/21
V25,2.2784,-0.05,2.3340,2.3361,2.2743,2.3302,1981.0,9978.0,4,2025/02/21
X25,2.2777,-0.05,2.3236,2.3237,2.2754,2.3286,857.0,6103.0,5,2025/02/21
Q25,2.3230,+0.02,2.3085,2.3363,2.3006,2.3079,7899.0,19329.0,2,2025/02/20
U25,2.3259,+0.01,2.3047,2.3384,2.3041,2.3109,6460.0,15268.0,3,2025/02/20
V25,2.3302,+0.01,2.3111,2.3423,2.3085,2.3153,1951.0,10497.0,4,2025/02/20
X25,2.3286,+0.01,2.3298,2.3379,2.3250,2.3141,1648.0,6058.0,5,2025/02/20
Q25,2.3079,+0.01,2.2958,2.3212,2.2945,2.2964,5244.0,17422.0,2,2025/02/19
U25,2.3109,+0.01,2.2980,2.3232,2.2971,2.2995,4712.0,14863.0,3,2025/02/19
V25,2.3153,+0.01,2.3030,2.3273,2.3012,2.3035,1927.0,10360.0,4,2025/02/19
X25,2.3141,+0.01,2.3021,2.3230,2.3021,2.3021,907.0,5999.0,5,2025/02/19
Q25,2.2964,+0.00,2.2794,2.3135,2.2745,2.2940,6412.0,16802.0,2,2025/02/18
U25,2.2995,+0.00,2.2817,2.3165,2.2783,2.2960,6800.0,14514.0,3,2025/02/18
V25,2.3035,+0.00,2.2830,2.3186,2.2817,2.2992,4974.0,9870.0,4,2025/02/18
X25,2.3021,+0.00,2.2952,2.3164,2.2908,2.2975,2225.0,5929.0,5,2025/02/18
Q25,2.2940,+0.00,2.2939,2.3140,2.2804,2.2915,4586.0,16873.0,2,2025/02/14
U25,2.2960,+0.00,2.2940,2.3130,2.2826,2.2920,5337.0,14143.0,3,2025/02/14
V25,2.2992,+0.01,2.2989,2.3137,2.2865,2.2938,4515.0,8595.0,4,2025/02/14
X25,2.2975,+0.01,2.3050,2.3115,2.2908,2.2920,1177.0,6181.0,5,2025/02/14
Q25,2.2915,-0.01,2.2917,2.2968,2.2635,2.2970,6324.0,16472.0,2,2025/02/13
U25,2.2920,-0.01,2.2904,2.2972,2.2658,2.2977,7594.0,13988.0,3,2025/02/13
V25,2.2938,-0.01,2.2799,2.2987,2.2675,2.2992,2864.0,7397.0,4,2025/02/13
X25,2.2920,-0.00,2.2667,2.2971,2.2667,2.2969,1484.0,6124.0,5,2025/02/13
Q25,2.2970,-0.05,2.3520,2.3520,2.2912,2.3508,8632.0,16796.0,2,2025/02/12
U25,2.2977,-0.05,2.3472,2.3489,2.2929,2.3506,7195.0,14166.0,3,2025/02/12
V25,2.2992,-0.05,2.3461,2.3461,2.2950,2.3508,2400.0,7157.0,4,2025/02/12
X25,2.2969,-0.05,2.3337,2.3365,2.2952,2.3475,1767.0,6056.0,5,2025/02/12
Q25,2.3508,+0.04,2.3053,2.3523,2.3044,2.3081,3921.0,14739.0,2,2025/02/11
U25,2.3506,+0.04,2.3071,2.3516,2.3048,2.3082,4027.0,14432.0,3,2025/02/11
V25,2.3508,+0.04,2.3240,2.3517,2.3068,2.3091,1542.0,7143.0,4,2025/02/11
X25,2.3475,+0.04,2.3308,2.3479,2.3278,2.3067,1021.0,5617.0,5,2025/02/11
Q25,2.3081,+0.03,2.2846,2.3112,2.2817,2.2823,3126.0,14538.0,2,2025/02/10
U25,2.3082,+0.03,2.2844,2.3109,2.2834,2.2830,2789.0,13989.0,3,2025/02/10
V25,2.3091,+0.03,2.2950,2.3114,2.2912,2.2841,1079.0,7054.0,4,2025/02/10
X25,2.3067,+0.02,2.2973,2.3082,2.2955,2.2818,674.0,5535.0,5,2025/02/10
Q25,2.2823,+0.02,2.2722,2.2849,2.2710,2.2628,3490.0,14554.0,2,2025/02/07
U25,2.2830,+0.02,2.2747,2.2852,2.2722,2.2648,3339.0,13926.0,3,2025/02/07
V25,2.2841,+0.02,2.2762,2.2858,2.2734,2.2665,1432.0,7029.0,4,2025/02/07
X25,2.2818,+0.02,2.2792,2.2825,2.2713,2.2648,683.0,5450.0,5,2025/02/07
Q25,2.2628,-0.00,2.2627,2.2767,2.2504,2.2654,4262.0,14772.0,2,2025/02/06
U25,2.2648,-0.00,2.2642,2.2774,2.2532,2.2677,3407.0,13656.0,3,2025/02/06
V25,2.2665,-0.00,2.2727,2.2783,2.2555,2.2700,1298.0,6996.0,4,2025/02/06
X25,2.2648,-0.00,2.2735,2.2762,2.2536,2.2687,1162.0,5342.0,5,2025/02/06
Q25,2.2654,-0.04,2.3065,2.3073,2.2625,2.3007,2443.0,15017.0,2,2025/02/05
U25,2.2677,-0.03,2.3052,2.3077,2.2641,2.3022,3892.0,13763.0,3,2025/02/05
V25,2.2700,-0.03,2.3059,2.3072,2.2669,2.3035,961.0,6892.0,4,2025/02/05
X25,2.2687,-0.03,2.3042,2.3042,2.2676,2.3010,945.0,5310.0,5,2025/02/05
Q25,2.3007,+0.00,2.2879,2.3080,2.2492,2.2998,4235.0,14876.0,2,2025/02/04
U25,2.3022,+0.00,2.2842,2.3078,2.2513,2.3004,5484.0,13754.0,3,2025/02/04
V25,2.3035,+0.00,2.2811,2.3070,2.2536,2.3003,2465.0,6923.0,4,2025/02/04
X25,2.3010,+0.01,2.2779,2.3022,2.2555,2.2957,1748.0,5250.0,5,2025/02/04
Q25,2.2998,+0.02,2.3247,2.3326,2.2793,2.2818,9423.0,14660.0,2,2025/02/03
U25,2.3004,+0.02,2.3133,2.3295,2.2787,2.2821,8987.0,14327.0,3,2025/02/03
V25,2.3003,+0.02,2.3196,2.3318,2.2805,2.2820,2431.0,6570.0,4,2025/02/03
X25,2.2957,+0.02,2.3150,2.3243,2.2798,2.2779,1999.0,5347.0,5,2025/02/03
Q25,2.2818,-0.00,2.2903,2.3035,2.2691,2.2863,3075.0,14174.0,2,2025/01/31
U25,2.2821,-0.00,2.2952,2.3035,2.2698,2.2864,4002.0,13744.0,3,2025/01/31
V25,2.2820,-0.00,2.2956,2.3027,2.2706,2.2861,1373.0,6204.0,4,2025/01/31
X25,2.2779,-0.00,2.2923,2.2923,2.2723,2.2818,1165.0,5092.0,5,2025/01/31
Q25,2.2863,+0.01,2.2774,2.3000,2.2589,2.2772,2654.0,14039.0,2,2025/01/30
U25,2.2864,+0.01,2.2794,2.3004,2.2589,2.2773,4029.0,13495.0,3,2025/01/30
V25,2.2861,+0.01,2.2650,2.2930,2.2620,2.2774,1417.0,6171.0,4,2025/01/30
X25,2.2818,+0.01,2.2655,2.2908,2.2648,2.2740,899.0,5042.0,5,2025/01/30
Q25,2.2772,-0.01,2.2849,2.2920,2.2683,2.2882,3497.0,13798.0,2,2025/01/29
U25,2.2773,-0.01,2.2785,2.2913,2.2682,2.2876,3413.0,13638.0,3,2025/01/29
V25,2.2774,-0.01,2.2805,2.2900,2.2750,2.2873,704.0,6167.0,4,2025/01/29
X25,2.2740,-0.01,2.2672,2.2873,2.2672,2.2838,488.0,4956.0,5,2025/01/29
Q25,2.2882,-0.00,2.2896,2.3020,2.2730,2.2890,2655.0,12976.0,2,2025/01/28
U25,2.2876,-0.00,2.2850,2.3007,2.2727,2.2882,3234.0,13638.0,3,2025/01/28
V25,2.2873,-0.00,2.2929,2.2929,2.2771,2.2878,617.0,6063.0,4,2025/01/28
X25,2.2838,-0.00,2.2882,2.2941,2.2733,2.2845,561.0,4913.0,5,2025/01/28
Q25,2.2890,-0.04,2.3180,2.3180,2.2698,2.3268,3351.0,12967.0,2,2025/01/27
U25,2.2882,-0.04,2.3084,2.3142,2.2704,2.3264,3655.0,13559.0,3,2025/01/27
V25,2.2878,-0.04,2.3070,2.3115,2.2706,2.3258,1100.0,6075.0,4,2025/01/27
X25,2.2845,-0.04,2.3072,2.3074,2.2692,2.3219,776.0,4953.0,5,2025/01/27
Q25,2.3268,-0.01,2.3215,2.3399,2.3157,2.3339,3920.0,12563.0,2,2025/01/24
U25,2.3264,-0.01,2.3237,2.3372,2.3148,2.3328,4037.0,13856.0,3,2025/01/24
V25,2.3258,-0.01,2.3245,2.3360,2.3146,2.3316,1205.0,5866.0,4,2025/01/24
X25,2.3219,-0.01,2.3248,2.3314,2.3098,2.3280,790.0,4933.0,5,2025/01/24
Q25,2.3339,-0.00,2.3262,2.3543,2.3204,2.3376,4571.0,12249.0,2,2025/01/23
U25,2.3328,-0.00,2.3330,2.3527,2.3197,2.3356,7088.0,14255.0,3,2025/01/23
V25,2.3316,-0.00,2.3424,2.3460,2.3248,2.3335,2220.0,5989.0,4,2025/01/23
X25,2.3280,-0.00,2.3281,2.3448,2.3208,2.3294,1252.0,4823.0,5,2025/01/23
Q25,2.3376,-0.01,2.3564,2.3612,2.3287,2.3482,6199.0,12051.0,2,2025/01/22
U25,2.3356,-0.01,2.3488,2.3577,2.3285,2.3457,7738.0,13878.0,3,2025/01/22
V25,2.3335,-0.01,2.3386,2.3505,2.3280,2.3431,2406.0,5969.0,4,2025/01/22
